"docty","docdt","display_title","projectid","txturl","pdfurl","repnb","prdln","projn","id","preprim","tarl","stped","docyear","totalchar","mainsec","anyBB","anyBB_nopreprim","boardapprovaldate","curr_total_commitment","sector1"
"Project Appraisal Document","2021-11-17T00:00:00Z","Tonga - Safe and Resilient Schools Project","P174434","http://documents.worldbank.org/curated/en/744001641921868937/text/Tonga-Safe-and-Resilient-Schools-Project.txt","http://documents.worldbank.org/curated/en/744001641921868937/pdf/Tonga-Safe-and-Resilient-Schools-Project.pdf","PAD4660","IBRD/IDA","TO-Tonga Safe And Resilient Schools Project
            -- P174434","33634972",0,0,0,2021,226948,1,0,0,NA,NA,NA
"Project Appraisal Document","2022-01-11T00:00:00Z","Bhutan - Human Capital Recovery and Resilience Program for Results Project","P174399","http://documents.worldbank.org/curated/en/917181644336127870/text/Bhutan-Human-Capital-Recovery-and-Resilience-Program-for-Results-Project.txt","http://documents.worldbank.org/curated/en/917181644336127870/pdf/Bhutan-Human-Capital-Recovery-and-Resilience-Program-for-Results-Project.pdf","PAD4820","IBRD/IDA","BT-Bhutan Human Capital Recovery And
            Resilience Project -- P174399","33706811",0,0,0,2022,170862,1,0,0,NA,NA,NA
"Project Appraisal Document","2021-08-06T00:00:00Z","Malawi - Education Reform Program Project","P174329","http://documents.worldbank.org/curated/en/797131641829982444/text/Malawi-Education-Reform-Program-Project.txt","http://documents.worldbank.org/curated/en/797131641829982444/pdf/Malawi-Education-Reform-Program-Project.pdf","PAD4212","IBRD/IDA","MW-Malawi Education Reform Program Project
            -- P174329","33334137",0,0,0,2021,355992,1,0,0,NA,NA,NA
"Project Appraisal Document","2021-06-18T00:00:00Z","Guyana - Education Sector Program Project","P174244","http://documents.worldbank.org/curated/en/487521631549455802/text/Guyana-Education-Sector-Program-Project.txt","http://documents.worldbank.org/curated/en/487521631549455802/pdf/Guyana-Education-Sector-Program-Project.pdf","PAD4218","Recipient Executed Activities","GY-Guyana Education Sector Program Project
            -- P174244","33188129",2,2,0,2021,151740,1,1,1,NA,NA,NA
"Project Appraisal Document","2021-11-12T00:00:00Z","Zambia - Enhancing Early Learning Project","P174012","http://documents.worldbank.org/curated/en/678031637230951772/text/Zambia-Enhancing-Early-Learning-Project.txt","http://documents.worldbank.org/curated/en/678031637230951772/pdf/Zambia-Enhancing-Early-Learning-Project.pdf","PAD3932","Recipient Executed Activities","ZM-Enhancing Early Learning Project -- P174012","33619500",3,0,0,2021,297535,1,1,0,NA,NA,NA
"Project Appraisal Document","2020-06-12T00:00:00Z","Turkey - Safe Schooling and Distance Education Project","P173997","http://documents.worldbank.org/curated/en/788991593396173808/text/Turkey-Safe-Schooling-and-Distance-Education-Project.txt","http://documents.worldbank.org/curated/en/788991593396173808/pdf/Turkey-Safe-Schooling-and-Distance-Education-Project.pdf","PAD3962","IBRD/IDA","TR-Safe Schooling And Distance Education
            Project -- P173997","32159891",0,0,0,2020,273875,1,0,0,NA,NA,NA
"Project Appraisal Document","2021-05-20T00:00:00Z","India - Supporting Andhras Learning Transformation Operation - Program-for-Results Project","P173978","http://documents.worldbank.org/curated/en/149391624240914510/text/India-Supporting-Andhras-Learning-Transformation-Operation-Program-for-Results-Project.txt","http://documents.worldbank.org/curated/en/149391624240914510/pdf/India-Supporting-Andhras-Learning-Transformation-Operation-Program-for-Results-Project.pdf","PAD4267","IBRD/IDA","IN-Supporting Andhra'S Learning
            Transformation -- P173978","33129447",2,0,0,2021,265630,1,1,0,NA,NA,NA
"Project Appraisal Document","2021-02-27T00:00:00Z","India - Gujarat Outcomes for Accelerated Learning (GOAL) Program-for-Results Project","P173704","http://documents.worldbank.org/curated/en/945711616680968888/text/India-Gujarat-Outcomes-for-Accelerated-Learning-GOAL-Program-for-Results-Project.txt","http://documents.worldbank.org/curated/en/945711616680968888/pdf/India-Gujarat-Outcomes-for-Accelerated-Learning-GOAL-Program-for-Results-Project.pdf","PAD4312",NA,"IN-Gujarat Outcomes For Accelerated Learning
            (Goal) -- P173704","32945749",3,0,0,2021,240010,1,1,0,NA,NA,NA
"Project Appraisal Document","2021-02-25T00:00:00Z","Lao People's Democratic Republic - Learning and Equity Acceleration Project","P173407","http://documents.worldbank.org/curated/en/827001616378469121/text/Lao-Peoples-Democratic-Republic-Learning-and-Equity-Acceleration-Project.txt","http://documents.worldbank.org/curated/en/827001616378469121/pdf/Lao-Peoples-Democratic-Republic-Learning-and-Equity-Acceleration-Project.pdf","PAD3966","IBRD/IDA","LA-Lao Pdr Global Partnership For Education
            Iii: Learning And Equi -- P173407","32872356",45,0,0,2021,289495,1,1,0,NA,NA,NA
"Project Appraisal Document","2020-07-09T00:00:00Z","Pakistan - Actions to Strengthen Performance for Inclusive and Responsive Education Program for Results","P173399","http://documents.worldbank.org/curated/en/672211596506855853/text/Pakistan-Actions-to-Strengthen-Performance-for-Inclusive-and-Responsive-Education-Program-for-Results.txt","http://documents.worldbank.org/curated/en/672211596506855853/pdf/Pakistan-Actions-to-Strengthen-Performance-for-Inclusive-and-Responsive-Education-Program-for-Results.pdf","PAD4035","IBRD/IDA","PK-Actions To Strengthen Performance For
            Inclusive And Responsive -- P173399","32263224",0,0,0,2020,139869,1,0,0,NA,NA,NA
"Project Appraisal Document","2021-03-09T00:00:00Z","Burkina Faso, Chad, Mali, Mauritania, Niger, Senegal and Permanent Interstate Committee for Drought Control in the Sahel - Second Regional Sahel Pastoralism Support Project","P173197","http://documents.worldbank.org/curated/en/400441617415435244/text/Burkina-Faso-Chad-Mali-Mauritania-Niger-Senegal-and-Permanent-Interstate-Committee-for-Drought-Control-in-the-Sahel-Second-Regional-Sahel-Pastoralism-Support-Project.txt","http://documents.worldbank.org/curated/en/400441617415435244/pdf/Burkina-Faso-Chad-Mali-Mauritania-Niger-Senegal-and-Permanent-Interstate-Committee-for-Drought-Control-in-the-Sahel-Second-Regional-Sahel-Pastoralism-Support-Project.pdf","PAD4215",NA,"3W-Regional Sahel Pastoralism Support
            Project II -- P173197","32905466",0,0,0,2021,4,0,0,0,NA,NA,NA
"Project Appraisal Document","2022-04-07T00:00:00Z","Eswatini - Strengthening Early Childhood Development and Basic Education Systems to Support Human Capital Development in Eswatini Project","P173151","http://documents.worldbank.org/curated/en/206231651867870087/text/Eswatini-Strengthening-Early-Childhood-Development-and-Basic-Education-Systems-to-Support-Human-Capital-Development-in-Eswatini-Project.txt","http://documents.worldbank.org/curated/en/206231651867870087/pdf/Eswatini-Strengthening-Early-Childhood-Development-and-Basic-Education-Systems-to-Support-Human-Capital-Development-in-Eswatini-Project.pdf","PAD4177","IBRD/IDA","SZ-Strengthening Early Childhood Development
            And Basic Education S -- P173151","33789602",1,1,0,2022,264983,1,1,1,NA,NA,NA
"Project Appraisal Document","2021-04-27T00:00:00Z","Central African Republic - Education Sector Plan Support Project","P173103","http://documents.worldbank.org/curated/en/354381631549671294/text/Central-African-Republic-Education-Sector-Plan-Support-Project.txt","http://documents.worldbank.org/curated/en/354381631549671294/pdf/Central-African-Republic-Education-Sector-Plan-Support-Project.pdf","PAD3976","Recipient Executed Activities","CF-Central African Republic - Education
            Sector Plan Support Projec -- P173103","33031677",79,0,0,2021,353324,1,1,0,NA,NA,NA
"Project Appraisal Document","2021-05-13T00:00:00Z","Morocco - Improving Early Childhood Development Outcomes in Rural Morocco Program-for-Results Project","P173073","http://documents.worldbank.org/curated/en/564591623117762377/text/Morocco-Improving-Early-Childhood-Development-Outcomes-in-Rural-Morocco-Program-for-Results-Project.txt","http://documents.worldbank.org/curated/en/564591623117762377/pdf/Morocco-Improving-Early-Childhood-Development-Outcomes-in-Rural-Morocco-Program-for-Results-Project.pdf","PAD4358","IBRD/IDA","MA-Improving Early Childhood Development
            Outcomes In Rural Morocco -- P173073","33107440",29,0,0,2021,474430,1,1,0,NA,NA,NA
"Project Appraisal Document","2021-05-13T00:00:00Z","المغرب - مشروع تحسين نتائج تنمية الطفولة المبكرة في الريف المغربي","P173073","http://documents.worldbank.org/curated/en/334771631168481044/text/Morocco-Improving-Early-Childhood-Development-Outcomes-in-Rural-Morocco-Program-for-Results-Project.txt","http://documents.worldbank.org/curated/en/334771631168481044/pdf/Morocco-Improving-Early-Childhood-Development-Outcomes-in-Rural-Morocco-Program-for-Results-Project.pdf","PAD4358","IBRD/IDA","MA-Improving Early Childhood Development
            Outcomes In Rural Morocco -- P173073","33399701",0,0,0,2021,839691,1,0,0,NA,NA,NA
"Project Appraisal Document","2022-01-07T00:00:00Z","Cote d'Ivoire - Third Phase of the Youth Employment and Skills Development Project","P172800","http://documents.worldbank.org/curated/en/812361644335999741/text/Cote-dIvoire-Third-Phase-of-the-Youth-Employment-and-Skills-Development-Project.txt","http://documents.worldbank.org/curated/en/812361644335999741/pdf/Cote-dIvoire-Third-Phase-of-the-Youth-Employment-and-Skills-Development-Project.pdf","PAD3718","IBRD/IDA","CI-Cote D'Ivoire Youth Employment And
            Skills Development Project - -- P172800","33702307",0,0,0,2022,289850,0,0,0,NA,NA,NA
"Project Appraisal Document","2022-02-04T00:00:00Z","Laos - Priority Skills for Growth Project","P172774","http://documents.worldbank.org/curated/en/603431646427271143/text/Laos-Priority-Skills-for-Growth-Project.txt","http://documents.worldbank.org/curated/en/603431646427271143/pdf/Laos-Priority-Skills-for-Growth-Project.pdf","PAD4751","IBRD/IDA","LA-Lao Pdr Priority Skills For Growth -- P172774","33727086",0,0,0,2022,189036,1,0,0,NA,NA,NA
"Project Appraisal Document","2022-06-07T00:00:00Z","Sint Maarten - Fostering Resilient Learning Project","P172753","http://documents.worldbank.org/curated/en/099645006132230477/text/P1727530ff327a010b98300bc977a53493.txt","http://documents.worldbank.org/curated/en/099645006132230477/pdf/P1727530ff327a010b98300bc977a53493.pdf","PAD4191","Recipient Executed Activities","Fostering Resilient Learning Project -- P172753","33841392",2,0,0,2022,170526,1,1,0,NA,NA,NA
"Project Appraisal Document","2021-08-05T00:00:00Z","Togo - Improving Quality Equity of Basic Education Project","P172674","http://documents.worldbank.org/curated/en/491961641829862908/text/Togo-Improving-Quality-Equity-of-Basic-Education-Project.txt","http://documents.worldbank.org/curated/en/491961641829862908/pdf/Togo-Improving-Quality-Equity-of-Basic-Education-Project.pdf","PAD4046","IBRD/IDA","TG-Togo, Improving Quality And Equity Of
            Basic Education Project -- P172674","33333473",9,0,0,2021,326825,1,1,0,NA,NA,NA
"Project Appraisal Document","2021-03-05T00:00:00Z","Mozambique - Improving Learning and Empowering Girls in Mozambique Project","P172657","http://documents.worldbank.org/curated/en/238711617069817754/text/Mozambique-Improving-Learning-and-Empowering-Girls-in-Mozambique-Project.txt","http://documents.worldbank.org/curated/en/238711617069817754/pdf/Mozambique-Improving-Learning-and-Empowering-Girls-in-Mozambique-Project.pdf","PAD4027",NA,"MZ-Improving Learning And Empowering Girls
            In Mozambique -- P172657","32905463",3,0,10,2021,287906,1,1,1,NA,NA,NA
"Project Appraisal Document","2021-05-10T00:00:00Z","Malawi - Skills for a Vibrant Economy Project","P172627","http://documents.worldbank.org/curated/en/837761623031229287/text/Malawi-Skills-for-a-Vibrant-Economy-Project.txt","http://documents.worldbank.org/curated/en/837761623031229287/pdf/Malawi-Skills-for-a-Vibrant-Economy-Project.pdf","PAD4115","IBRD/IDA","MW-Skills For A Vibrant Economy Project -- P172627","33118860",0,0,0,2021,247649,1,0,0,NA,NA,NA
"Project Appraisal Document","2020-08-31T00:00:00Z","Brazil - Second Salvador Social Multi-Sector Service Delivery Project","P172605","http://documents.worldbank.org/curated/en/932121601085650341/text/Brazil-Second-Salvador-Social-Multi-Sector-Service-Delivery-Project.txt","http://documents.worldbank.org/curated/en/932121601085650341/pdf/Brazil-Second-Salvador-Social-Multi-Sector-Service-Delivery-Project.pdf","PAD3957","IBRD/IDA","BR-Salvador Social Multi-Sector Service
            Delivery Project II -- P172605","32386047",1,0,0,2020,260085,0,1,0,NA,NA,NA
"Project Appraisal Document","2021-05-19T00:00:00Z","Sierra Leone - Accountable Governance for Basic Service Delivery Project","P172492","http://documents.worldbank.org/curated/en/629531623722488067/text/Sierra-Leone-Accountable-Governance-for-Basic-Service-Delivery-Project.txt","http://documents.worldbank.org/curated/en/629531623722488067/pdf/Sierra-Leone-Accountable-Governance-for-Basic-Service-Delivery-Project.pdf","PAD4064","IBRD/IDA","SL-Accountable Governance For Basic Service
            Delivery -- P172492","33107507",0,0,0,2021,310516,0,0,0,NA,NA,NA
"Project Appraisal Document","2021-05-24T00:00:00Z","Somalia - Education for Human Capital Development Project","P172434","http://documents.worldbank.org/curated/en/981341624154457123/text/Somalia-Education-for-Human-Capital-Development-Project.txt","http://documents.worldbank.org/curated/en/981341624154457123/pdf/Somalia-Education-for-Human-Capital-Development-Project.pdf","PAD3788","IBRD/IDA","SO-Somalia Education For Human Capital
            Development Project -- P172434","33121053",0,0,0,2021,326023,1,0,0,NA,NA,NA
"Project Appraisal Document","2020-05-28T00:00:00Z","Democratic Republic of the Congo - Emergency Equity and System Strengthening in Education Project","P172341","http://documents.worldbank.org/curated/en/950891592618926682/text/Democratic-Republic-of-the-Congo-Emergency-Equity-and-System-Strengthening-in-Education-Project.txt","http://documents.worldbank.org/curated/en/950891592618926682/pdf/Democratic-Republic-of-the-Congo-Emergency-Equity-and-System-Strengthening-in-Education-Project.pdf","PAD3576","IBRD/IDA","ZR-Dr Congo Emergency Equity And System
            Strengthening In Education -- P172341","32108011",2,0,0,2020,329213,1,1,0,NA,NA,NA
"Project Appraisal Document","2021-02-01T00:00:00Z","China - Hunan Subnational Governance and Rural Public Service Delivery Program-for-Results Project","P172325","http://documents.worldbank.org/curated/en/631361614394903323/text/China-Hunan-Subnational-Governance-and-Rural-Public-Service-Delivery-Program-for-Results-Project.txt","http://documents.worldbank.org/curated/en/631361614394903323/pdf/China-Hunan-Subnational-Governance-and-Rural-Public-Service-Delivery-Program-for-Results-Project.pdf","PAD4049","IBRD/IDA","CN-Hunan Subnational Governance And Rural
            Public Service Delivery -- P172325","32815012",0,0,0,2021,286961,1,0,0,NA,NA,NA
"Project Appraisal Document","2023-05-17T00:00:00Z","Ethiopia - Human Capital Operation","P172284","http://documents.worldbank.org/curated/en/099052323095519647/text/BOSIB00611b2300f20930a055190479c46f.txt","http://documents.worldbank.org/curated/en/099052323095519647/pdf/BOSIB00611b2300f20930a055190479c46f.pdf","PAD4409","IBRD/IDA","ET-Ethiopia Human Capital Operation -- P172284","34067377",14,0,0,2023,405117,1,1,0,NA,NA,NA
"Project Appraisal Document","2020-11-20T00:00:00Z","India - Nagaland Enhancing Classroom Teaching and Resources Project","P172213","http://documents.worldbank.org/curated/en/103471608346988378/text/India-Nagaland-Enhancing-Classroom-Teaching-and-Resources-Project.txt","http://documents.worldbank.org/curated/en/103471608346988378/pdf/India-Nagaland-Enhancing-Classroom-Teaching-and-Resources-Project.pdf","PAD3805","IBRD/IDA","IN-Nagaland: Enhancing Classroom Teaching
            And Resources -- P172213","32616944",2,0,0,2020,212378,1,1,0,NA,NA,NA
"Project Appraisal Document","2020-11-17T00:00:00Z","North Macedonia - Primary Education Improvement Project","P171973","http://documents.worldbank.org/curated/en/210871608001688574/text/North-Macedonia-Primary-Education-Improvement-Project.txt","http://documents.worldbank.org/curated/en/210871608001688574/pdf/North-Macedonia-Primary-Education-Improvement-Project.pdf","PAD4074","IBRD/IDA","MK-Primary Education Improvement Project -- P171973","32602940",2,0,0,2020,243672,1,1,0,NA,NA,NA
